UserAgent,Page Views
Dalvik/2.1.0 (Linux; U; Android 6.0.1; GT-N7100 Build/MOB30R),57
Dalvik/2.1.0 (Linux; U; Android 6.0.1; P9000 Build/MOB30Z),57
Dalvik/2.1.0 (Linux; U; Android 6.0.1; SM-T700 Build/MXC89L),57
Dalvik/2.1.0 (Linux; U; Android 6.0.1; XT1635-02 Build/MPN24.104-25),57
Dalvik/2.1.0 (Linux; U; Android 6.0.1; XT1650 Build/MPL24.246-45),57
Dalvik/2.1.0 (Linux; U; Android 6.0; A5_Ready Build/MRA58K),57
Dalvik/2.1.0 (Linux; U; Android 7.0; IRON Pro Build/LMY47D),57
"Mozilla/5.0 (Linux; U; Android 4.2.2; en-ca; ONE TOUCH 6012A Build/JDQ39) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.2 Mobile Safari/534.30",57
"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36",57
BBCBeacon/0.73 (A9; Android 5.1) news/1.0,56
BBCBeacon/0.73 (MediaPad 10 LINK; Android 4.1.2) news/1.0,56
BBCBeacon/0.74 (Classic; Android 4.3) news/1.3,56
BBCBeacon/0.74 (GT-I9000; Android 2.3.3) news/1.3.3,56
BBCBeacon/0.74 (GT-I9060; Android 4.2.2) news/1.3,56
BBCBeacon/0.74 (GT-I9300; Android 4.3) news/1.3.1,56
BBCBeacon/0.74a (ARCHOS 80G9; Android 4.0.3) news-android-tablet-uk/1.0,56
BBCBeacon/0.74a (GT-P7310; Android 4.0.4) news-android-tablet-uk/1.1,56
BBCBeacon/0.74b (0PJA10; Android 5.1) news/2.5.5 WW,56
BBCBeacon/0.74b (A1-840FHD; Android 4.4.2) news/2.5.3 WW,56
BBCBeacon/0.74b (A13-MID; Android 4.0.4) news/2.5.5 UK,56
BBCBeacon/0.74b (ARCHOS 101 Titanium; Android 4.1.1) news/2.5.5 UK,56
BBCBeacon/0.74b (B6; Android 4.4.4) news/2.4.4 UK,56
BBCBeacon/0.74b (C6833; Android 4.4.4) news/2.5.2 WW,56
BBCBeacon/0.74b (Chaser; Android 2.3.5) news/2.5.3 WW,56
BBCBeacon/0.74b (Constellation V; Android 4.2.2) news/2.4.5 UK,56
BBCBeacon/0.74b (Dynamic_Maxi; Android 4.2.1) news/2.5.5 WW,56
BBCBeacon/0.74b (E6683; Android 6.0.1) news/2.2,56
BBCBeacon/0.74b (G620-L75; Android 4.3) news/2.5.2 WW,56
BBCBeacon/0.74b (GT-I8262D; Android 4.1.2) news/2.2,56
BBCBeacon/0.74b (GT-I9100; Android 2.3.6) news/2.5.2 WW,56
BBCBeacon/0.74b (GT-I9105P; Android 4.2.2) news/2.4.5 UK,56
BBCBeacon/0.74b (GT-I9200; Android 4.4.2) news/2.5.5 WW,56
BBCBeacon/0.74b (GT-I9300; Android 4.3.1) news/2.4.5 UK,56
BBCBeacon/0.74b (GT-I9300; Android 5.1.1) news/2.5.5 UK,56
BBCBeacon/0.74b (GT-I9300T; Android 4.3) news/2.5.2 WW,56
BBCBeacon/0.74b (GT-I9308I; Android 4.3) news/2.5.3 WW,56
BBCBeacon/0.74b (GT-I9500; Android 4.4.2) news/2.5.1 WW,56
BBCBeacon/0.74b (GT-N8000; Android 4.4.2) news/2.5.3 WW,56
BBCBeacon/0.74b (GT-P5113; Android 4.1.1) news/2.4.3 WW,56
BBCBeacon/0.74b (GT-P7510; Android 4.0.4) news/2.4.3 UK,56
BBCBeacon/0.74b (GT-S7278U; Android 4.1.2) news/2.5.2 WW,56
BBCBeacon/0.74b (HTC Butterfly 2; Android 6.0.1) news/2.5.5 WW,56
BBCBeacon/0.74b (HTC Desire C; Android 4.0.3) news/2.5.3 WW,56
BBCBeacon/0.74b (HTC0P4E1; Android 4.4.2) news/2.5.3 WW,56
BBCBeacon/0.74b (HTC_PN071; Android 4.2.2) news/2.5.5 WW,56
BBCBeacon/0.74b (HTL22; Android 4.4.2) news/2.5.1 WW,56
BBCBeacon/0.74b (HUAWEI G730-L075; Android 4.3) news/2.2,56
BBCBeacon/0.74b (HUAWEI MT7-CL00; Android 4.4.2) news/2.5.3 WW,56
BBCBeacon/0.74b (HUAWEI MT7-L09; Android 4.4.2) news/2.5.3 WW,56
BBCBeacon/0.74b (HUAWEI TIT-AL00; Android 5.1) news/2.5.3 WW,56
BBCBeacon/0.74b (HUAWEI TIT-U02; Android 5.1) news/2.2,56
BBCBeacon/0.74b (HUAWEI Y330-U11; Android 4.2.2) news/2.5.2 WW,56
BBCBeacon/0.74b (HUAWEI Y530-U051; Android 4.3) news/2.5.1 WW,56
BBCBeacon/0.74b (K00C; Android 4.4.2) news/2.4.5 UK,56
BBCBeacon/0.74b (KYL21; Android 4.0.4) news/2.5.5 WW,56
BBCBeacon/0.74b (L-06C; Android 3.1) news/2.5.3 WW,56
BBCBeacon/0.74b (L10A1G; Android 4.2.2) news/2.5.3 WW,56
BBCBeacon/0.74b (LG-D315; Android 4.4.2) news/2.5.3 WW,56
BBCBeacon/0.74b (LG-D410; Android 4.4.2) news/2.5.5 WW,56
BBCBeacon/0.74b (LG-E510; Android 2.3.4) news/2.5.3 WW,56
BBCBeacon/0.74b (LG-F400S; Android 4.4.2) news/2.5.5 WW,56
BBCBeacon/0.74b (LG-H735; Android 5.1.1) news/2.5.3 WW,56
BBCBeacon/0.74b (LG-LS970; Android 4.1.2) news/2.2,56
BBCBeacon/0.74b (LGLS885; Android 4.4.2) news/2.5.5 WW,56
BBCBeacon/0.74b (LT15i; Android 4.0.4) news/2.5.2 WW,56
BBCBeacon/0.74b (Lenovo A330e; Android 4.3) news/2.5.2 WW,56
BBCBeacon/0.74b (Lenovo B8000-F; Android 4.4.2) news/2.5.3 UK,56
BBCBeacon/0.74b (Lenovo K50-t3s; Android 5.0) news/2.5.3 WW,56
BBCBeacon/0.74b (M2; Android 4.4.2) news/2.5.3 WW,56
BBCBeacon/0.74b (M355; Android 4.2.1) news/2.5.2 WW,56
BBCBeacon/0.74b (M3mini; Android 5.1) news/2.5.3 WW,56
BBCBeacon/0.74b (ME172V; Android 4.1.1) news/2.5.2 WW,56
BBCBeacon/0.74b (MI 2; Android 5.0.2) news/2.5.3 WW,56
BBCBeacon/0.74b (MZ601; Android 3.2) news/2.5.3 WW,56
BBCBeacon/0.74b (MediaPad 10 FHD; Android 4.0.4) news/2.5.3 WW,56
BBCBeacon/0.74b (Micromax A72; Android 2.3.6) news/2.5.2 WW,56
BBCBeacon/0.74b (Nokia_X; Android 4.1.2) news/2.5.3 WW,56
BBCBeacon/0.74b (OPSSON IDO5355; Android 4.4.2) news/2.5.2 WW,56
BBCBeacon/0.74b (PLT7602G; Android 4.2.2) news/2.5.5 UK,56
BBCBeacon/0.74b (QMV7A; Android 4.4.2) news/2.5.3 WW,56
BBCBeacon/0.74b (R1001; Android 4.2.2) news/2.5.2 WW,56
BBCBeacon/0.74b (SAMSUNG-SGH-I747; Android 4.1.1) news/2.5.5 WW,56
BBCBeacon/0.74b (SAMSUNG-SM-N910A; Android 4.4.4) news/2.5.3 WW,56
BBCBeacon/0.74b (SGH-T599N; Android 4.1.2) news/2.5.2 WW,56
BBCBeacon/0.74b (SM-C101; Android 4.4.2) news/2.4.5 UK,56
BBCBeacon/0.74b (SM-E500H; Android 4.4.4) news/2.4.3 WW,56
BBCBeacon/0.74b (SM-G530MU; Android 4.4.4) news/2.5.5 WW,56
BBCBeacon/0.74b (SM-G7102; Android 4.3) news/2.5.3 WW,56
BBCBeacon/0.74b (SM-G9200; Android 6.0.1) news/2.5.2 WW,56
BBCBeacon/0.74b (SM-J110L; Android 4.4.4) news/2.5.5 WW,56
BBCBeacon/0.74b (SM-J200G; Android 5.1.1) news/2.4.5 UK,56
BBCBeacon/0.74b (SM-J500Y; Android 5.1.1) news/2.5.5 UK,56
BBCBeacon/0.74b (SM-N915G; Android 4.4.4) news/2.5.2 WW,56
BBCBeacon/0.74b (SM-N915G; Android 5.1.1) news/2.5.2 WW,56
BBCBeacon/0.74b (SM-N920C; Android 6.0.1) news/2.4.5 UK,56
BBCBeacon/0.74b (SM-T217T; Android 4.4.4) news/2.5.3 WW,56
BBCBeacon/0.74b (SM-T520; Android 4.4.2) news/2.5.3 WW,56
BBCBeacon/0.74b (SOL21; Android 4.0.4) news/2.2,56
BBCBeacon/0.74b (TECNO_N7; Android 4.0.4) news/2.2,56
BBCBeacon/0.74b (Wileyfox Swift; Android 6.0.1) news/2.4.5 UK,56
BBCBeacon/0.74b (X10; Android 4.4.4) news/2.2,56
BBCBeacon/0.74b (X9009; Android 5.1) news/2.5.2 WW,56
BBCBeacon/0.74b (XT1022; Android 5.1) news/2.5.3 WW,56
BBCBeacon/0.74b (XT1097; Android 6.0) news/2.5.3 WW,56
BBCBeacon/0.74b (Xoom; Android 4.1.2) news/2.5.2 WW,56
BBCBeacon/0.74b (YOGA Tablet 2-1050F; Android 5.0.1) news/2.5.5 UK,56
BBCBeacon/0.74b (ZTE U930; Android 4.0.3) news/2.5.2 WW,56
BBCBeacon/0.74b (ZTE-Z990; Android 2.3.4) news/2.5.3 WW,56
BBCBeacon/0.74b (i-mobile i-STYLE 7.8 DTV; Android 4.2.2) news/2.5.3 WW,56
BBCBeacon/0.74b (i2s; Android 4.4.2) news/2.5.2 WW,56
BBCBeacon/0.74b (iQTab 3G; Android 4.1.2) news/2.5.5 WW,56
BBCBeacon/0.74b (m3 note; Android 5.1) news/2.5.3 WW,56
BBCBeacon/0.74b (novo7_Aurora; Android 4.0.3) news/2.5.3 WW,56
BBCBeacon/1.00 (iPad; iPhone OS 6.1.2) BBCNews/1.7.7,56
BBCBeacon/1.00 (iPhone; iPhone OS 9.2) BBCNews/1.7.5,56
Dalvik/1.6.0 (Linux; U; Android 4.0.3; Transformer TF101G Build/IML74K),56
Dalvik/1.6.0 (Linux; U; Android 4.0.4; tablet Fnac 10 3G Build/1.1.11-1015 20130125-16:17),56
Dalvik/1.6.0 (Linux; U; Android 4.1.1; NABI2-NV7A Build/JRO03C),56
Dalvik/1.6.0 (Linux; U; Android 4.1.1; U705T Build/JZO54K),56
Dalvik/1.6.0 (Linux; U; Android 4.1.2; GT-N7000B Build/JZO54K),56
Dalvik/1.6.0 (Linux; U; Android 4.1.2; LG-F160L Build/JZO54K),56
Dalvik/1.6.0 (Linux; U; Android 4.1.2; SPH-P500 Build/JZO54K),56
Dalvik/1.6.0 (Linux; U; Android 4.1.2; Torque Build/JZO54K),56
Dalvik/1.6.0 (Linux; U; Android 4.2.2; Cyclone Voyager 2 Build/JDQ39),56
Dalvik/1.6.0 (Linux; U; Android 4.2.2; GT-I9300 Build/JDQ39),56
Dalvik/1.6.0 (Linux; U; Android 4.2.2; Micromax A089 Build/JDQ39),56
Dalvik/1.6.0 (Linux; U; Android 4.2.2; SGH-S970G Build/JDQ39),56
Dalvik/1.6.0 (Linux; U; Android 4.2.2; SPhone DC35G Build/JDQ39),56
Dalvik/1.6.0 (Linux; U; Android 4.3.1; SGH-T999 Build/JLS36I),56
Dalvik/1.6.0 (Linux; U; Android 4.3; HUAWEI G6-U251 Build/HuaweiG6-U251),56
Dalvik/1.6.0 (Linux; U; Android 4.3; ZTE Q801L Build/JLS36C),56
Dalvik/1.6.0 (Linux; U; Android 4.4.2; Coolpad 8297 MIUI/6.8.5),56
Dalvik/1.6.0 (Linux; U; Android 4.4.2; Draco AW80 Build/KOT49H),56
Dalvik/1.6.0 (Linux; U; Android 4.4.2; GT-I9060 Build/JDQ39),56
Dalvik/1.6.0 (Linux; U; Android 4.4.2; InnJoo Build/KOT49H),56
Dalvik/1.6.0 (Linux; U; Android 4.4.2; L-EMENT401 Build/KOT49H),56
Dalvik/1.6.0 (Linux; U; Android 4.4.2; LG-D405 Build/KOT49I.A1415186125),56
Dalvik/1.6.0 (Linux; U; Android 4.4.2; LG-D855 Build/KVT49L.A1402020897),56
Dalvik/1.6.0 (Linux; U; Android 4.4.2; LG-F300S Build/KOT49I.F300S20m),56
Dalvik/1.6.0 (Linux; U; Android 4.4.2; LG-V480 Build/KOT49I.A1441939405),56
Dalvik/1.6.0 (Linux; U; Android 4.4.2; Luna Build/KOT49H),56
Dalvik/1.6.0 (Linux; U; Android 4.4.2; Oysters T72X 3G Build/Oysters_T72X_3G),56
Dalvik/1.6.0 (Linux; U; Android 4.4.2; SM-P605L Build/KOT49H),56
Dalvik/1.6.0 (Linux; U; Android 4.4.2; TEL1013GIQ Build/KOT49H),56
Dalvik/1.6.0 (Linux; U; Android 4.4.2; i6S PRO Build/KOT49H),56
Dalvik/1.6.0 (Linux; U; Android 4.4.2; myPhone Cube 16GB Build/KOT49H),56
Dalvik/1.6.0 (Linux; U; Android 4.4.3; XT1052 Build/KXA21.12-L1.24),56
Dalvik/1.6.0 (Linux; U; Android 4.4.4; 2014811 MIUI/V6.6.3.0.KHJCNCF),56
Dalvik/1.6.0 (Linux; U; Android 4.4.4; C5303 Build/KTU84P),56
Dalvik/1.6.0 (Linux; U; Android 4.4.4; GT-P3110 Build/KTU84P),56
Dalvik/1.6.0 (Linux; U; Android 4.4.4; HM NOTE 1LTE MIUI/6.7.14),56
Dalvik/1.6.0 (Linux; U; Android 4.4.4; MI 3W Build/KTU84P),56
Dalvik/1.6.0 (Linux; U; Android 4.4.4; SOL26 Build/23.0.C.0.296),56
Dalvik/1.6.0 (Linux; U; Android 4.4.4; StarBoxTitan Build/KOT49H),56
Dalvik/1.6.0 (Linux; U; Android 5.1.1; SM-J200H Build/JDQ39),56
Dalvik/2.1.0 (Linux; U; Android 5.0.2; 0PJA10 Build/LRX22G),56
Dalvik/2.1.0 (Linux; U; Android 5.0.2; Andromax I46D1G Build/LRX22G),56
Dalvik/2.1.0 (Linux; U; Android 5.0.2; Letv X500 Build/DBXCNOP5501102061S),56
Dalvik/2.1.0 (Linux; U; Android 5.0.2; X608 Build/ACXCNCM5000307162S),56
Dalvik/2.1.0 (Linux; U; Android 5.0.2; ZTE S2007 Build/LRX22G),56
Dalvik/2.1.0 (Linux; U; Android 5.0; Evershine Plus Build/LRX21M),56
Dalvik/2.1.0 (Linux; U; Android 5.0; Lenovo A7600-m Build/LRX21M),56
Dalvik/2.1.0 (Linux; U; Android 5.1.1; 2014811 MIUI/6.2.2),56
Dalvik/2.1.0 (Linux; U; Android 5.1.1; CHM-TL00H Build/HonorCHM-TL00H),56
Dalvik/2.1.0 (Linux; U; Android 5.1.1; HUAWEI CRR-CL00 Build/HUAWEICRR-CL00),56
Dalvik/2.1.0 (Linux; U; Android 5.1.1; Moto G Build/LMY48P),56
Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-G800F Build/LMY48G),56
Dalvik/2.1.0 (Linux; U; Android 5.1.1; V11 Build/LMY47V),56
Dalvik/2.1.0 (Linux; U; Android 5.1.1; Xperia Z Build/LMY48G),56
Dalvik/2.1.0 (Linux; U; Android 5.1.1; Z717VL Build/LMY47V),56
Dalvik/2.1.0 (Linux; U; Android 5.1; Azumi A40LT Build/LMY47D),56
Dalvik/2.1.0 (Linux; U; Android 5.1; E4_Lite Build/LMY47D),56
Dalvik/2.1.0 (Linux; U; Android 5.1; IT-705 Build/LMY47I),56
Dalvik/2.1.0 (Linux; U; Android 5.1; Mark V Prime Build/LMY47D),56
Dalvik/2.1.0 (Linux; U; Android 5.1; Micromax Q346 Build/LMY47D),56
Dalvik/2.1.0 (Linux; U; Android 5.1; T20 Build/LMY47I),56
Dalvik/2.1.0 (Linux; U; Android 5.1; TONE m15 Build/LMY47D),56
Dalvik/2.1.0 (Linux; U; Android 5.1; XT1098 Build/LPES23.32-52.5-2),56
Dalvik/2.1.0 (Linux; U; Android 5.1; i7 Build/LMY47D),56
Dalvik/2.1.0 (Linux; U; Android 6.0.1; 6039Y Build/MMB29M),56
Dalvik/2.1.0 (Linux; U; Android 6.0.1; LG-H815 Build/MOB30R),56
Dalvik/2.1.0 (Linux; U; Android 6.0.1; LG-VS985 Build/MOB30Z),56
Dalvik/2.1.0 (Linux; U; Android 6.0.1; MI 3W MIUI/6.8.4),56
Dalvik/2.1.0 (Linux; U; Android 6.0.1; MI MAX MIUI/V7.8.11.0.MBCCNDC),56
Dalvik/2.1.0 (Linux; U; Android 6.0.1; Nexus 7 Build/MHC19Q),56
Dalvik/2.1.0 (Linux; U; Android 6.0.1; SHV34 Build/S7160),56
Dalvik/2.1.0 (Linux; U; Android 6.0.1; SM-A710M Build/MMB29K),56
Dalvik/2.1.0 (Linux; U; Android 6.0.1; SPH-L720 Build/MHC19J),56
Dalvik/2.1.0 (Linux; U; Android 6.0; A56 Build/LMY47I),56
Dalvik/2.1.0 (Linux; U; Android 6.0; HTC6525LVW Build/MRA58K.H15),56
Dalvik/2.1.0 (Linux; U; Android 6.0; SHIELD Tablet Build/MRA58K),56
"Mozilla/5.0 (Linux; U; Android 4.4.2; ro-ro; Vodafone Smart Tab 3G Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Mobile Safari/537.36",56
"Mozilla/5.0 (Linux; U; Android 6.0; en-us; 5045T Build/MRA58K) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Mobile Safari/537.36",56
Scrapy/1.0.5 ( http://scrapy.org),56
BBCBeacon/0.73 (GT-S5301; Android 4.0.4) news/1.0,55
BBCBeacon/0.74 (GT-I8552; Android 4.1.2) news/1.3,55
BBCBeacon/0.74 (MotoE2(4G-LTE); Android 6.0) news/1.3,55
BBCBeacon/0.74 (Octavo LPO578B; Android 4.4.4) news/1.3.1,55
BBCBeacon/0.74 (SHW-M240S; Android 2.3.6) news/1.3,55
BBCBeacon/0.74 (TECNO P9; Android 4.2.2) news/1.3,55
BBCBeacon/0.74 (itel it1701; Android 4.4.2) news/1.3,55
BBCBeacon/0.74b (D2502; Android 5.1.1) news/2.5.5 UK,55
BBCBeacon/0.74b (D6633; Android 4.4.4) news/2.5.5 UK,55
BBCBeacon/0.74b (G630-U251; Android 4.3) news/2.5.3 WW,55
BBCBeacon/0.74b (GT-I9300I; Android 4.4.4) news/2.2,55
BBCBeacon/0.74b (GT-P6800; Android 3.2) news/2.4.5 UK,55
BBCBeacon/0.74b (GT-S7262; Android 4.1.2) news/2.5.5 UK,55
BBCBeacon/0.74b (Galaxy Nexus; Android 4.3.1) news/2.4.5 UK,55
BBCBeacon/0.74b (LT30p; Android 4.0.4) news/2.4.5 UK,55
BBCBeacon/0.74b (Lenovo A6020a40; Android 5.1.1) news/2.5.5 UK,55
BBCBeacon/0.74b (MotoG3; Android 6.0) news/2.4.4 UK,55
BBCBeacon/0.74b (Nexus 9; Android 5.1.1) news/2.4.3 UK,55
BBCBeacon/0.74b (SM-G530W; Android 5.1.1) news/2.4.5 UK,55
BBCBeacon/0.74b (SM-J200H; Android 5.1.1) news/2.5.3 WW,55
BBCBeacon/0.74b (SM-T900; Android 4.4.2) news/2.5.5 UK,55
BBCBeacon/0.74b (TECNO-L8Plus; Android 5.1) news/2.5.2 WW,55
BBCBeacon/0.74b (VSD220; Android 4.0.4) news/2.5.5 UK,55
BBCBeacon/0.74b (XT1068; Android 4.4.4) news/2.5.5 UK,55
BBCBeacon/0.74b (Z5; Android 5.1) news/2.2,55
BBCBeacon/1.00 (iPad; iPhone OS 8.1.1) BBCNews/1.7.4,55
BBCBeacon/3.5 (iPad; iPhone OS 6.0) BBCNews/2.0,55
BBCBeacon/3.5 (iPhone; iPhone OS 5.0) BBCNews/2.0,55
BBCBeacon/3.5 (iPod touch; iPhone OS 6.1.2) BBCNews/2.0.3,55
Dalvik/1.6.0 (Linux; U; Android 4.0.4; CROSS A7S Build/IMM76D),55
Dalvik/1.6.0 (Linux; U; Android 4.0.4; ST25a Build/6.1.1.B.1.54),55
Dalvik/1.6.0 (Linux; U; Android 4.0.4; XT910 Build/6.7.2-180_SPU-19-TA-11.6),55
Dalvik/1.6.0 (Linux; U; Android 4.1.1; EBM7000NBD Build/JRO03C),55
Dalvik/1.6.0 (Linux; U; Android 4.1.1; Z992 Build/JRO03C),55
Dalvik/1.6.0 (Linux; U; Android 4.1.2; FJL21 Build/V08R31A),55
Dalvik/1.6.0 (Linux; U; Android 4.2.1; 2013022 MIUI/JHACNBL29.0),55
Dalvik/1.6.0 (Linux; U; Android 4.2.1; Coolpad 7269 Build/JOP40D),55
Dalvik/1.6.0 (Linux; U; Android 4.2.1; NGM Dynamic Star Build/JOP40D),55
Dalvik/1.6.0 (Linux; U; Android 4.2.1; UMI X2 Build/JOP40D),55
Dalvik/1.6.0 (Linux; U; Android 4.2.1; V9 PRO Build/JOP40D),55
Dalvik/1.6.0 (Linux; U; Android 4.2.2; 2206_jbla768_f Build/JDQ39),55
Dalvik/1.6.0 (Linux; U; Android 4.2.2; GT-I8552 Build/JDQ39),55
Dalvik/1.6.0 (Linux; U; Android 4.2.2; HUAWEI U9508 Build/HuaweiU9508),55
Dalvik/1.6.0 (Linux; U; Android 4.2.2; QMobile A51 Build/JDQ39),55
Dalvik/1.6.0 (Linux; U; Android 4.2.2; SO-04E Build/10.3.1.B.2.48),55
Dalvik/1.6.0 (Linux; U; Android 4.2.2; X98 3G(HKC1) Build/JDQ39),55
Dalvik/1.6.0 (Linux; U; Android 4.2.2; bq Curie 2 Quad Core 3G Build/1.2.0_20140108-19:14),55
Dalvik/1.6.0 (Linux; U; Android 4.2.2; i6 Build/JDQ39),55
Dalvik/1.6.0 (Linux; U; Android 4.3.1; GT-I9195 Build/JLS36I),55
Dalvik/1.6.0 (Linux; U; Android 4.3; ALCATEL A995L Build/JLS36C),55
Dalvik/1.6.0 (Linux; U; Android 4.3; H700 Build/JLS36C),55
Dalvik/1.6.0 (Linux; U; Android 4.3; Micromax A092 Build/JLS36C),55
Dalvik/1.6.0 (Linux; U; Android 4.4.2; AIR A3 Build/KOT49H),55
Dalvik/1.6.0 (Linux; U; Android 4.4.2; BN Nook HD Build/KVT49L),55
Dalvik/1.6.0 (Linux; U; Android 4.4.2; D2306 Build/18.3.C.0.37),55
Dalvik/1.6.0 (Linux; U; Android 4.4.2; F1 Build/KOT49H),55
Dalvik/1.6.0 (Linux; U; Android 4.4.2; GSmart Mika M2 Build/KOT49H),55
Dalvik/1.6.0 (Linux; U; Android 4.4.2; HTC 802d Build/KOT49H),55
Dalvik/1.6.0 (Linux; U; Android 4.4.2; KINGZONE N3 LTE Build/KOT49H),55
Dalvik/1.6.0 (Linux; U; Android 4.4.2; LG-D684 Build/KOT49I.D68420c),55
Dalvik/1.6.0 (Linux; U; Android 4.4.2; LG-D856 Build/KVT49L.D85610b),55
Dalvik/1.6.0 (Linux; U; Android 4.4.2; LGLS660 Build/KOT49I.LS660ZV4),55
Dalvik/1.6.0 (Linux; U; Android 4.4.2; Lead 1 Build/KOT49H),55
Dalvik/1.6.0 (Linux; U; Android 4.4.2; M812C Build/KVT49L),55
Dalvik/1.6.0 (Linux; U; Android 4.4.2; MI PAD MIUI/KXFCNBF2.0),55
Dalvik/1.6.0 (Linux; U; Android 4.4.2; N9516 Build/KVT49L),55
Dalvik/1.6.0 (Linux; U; Android 4.4.2; NO1 Build/KOT49H),55
Dalvik/1.6.0 (Linux; U; Android 4.4.2; S'Phone DC50G Build/KOT49H),55
Dalvik/1.6.0 (Linux; U; Android 4.4.2; SX2W Build/KVT49L),55
Dalvik/1.6.0 (Linux; U; Android 4.4.2; X300 Build/KOT49H),55
Dalvik/1.6.0 (Linux; U; Android 4.4.2; XT1034 Build/KXB20.9-1.10-1.36),55
Dalvik/1.6.0 (Linux; U; Android 4.4.4; 2014812 MIUI/V6.5.1.0.KHJCNCD),55
Dalvik/1.6.0 (Linux; U; Android 4.4.4; GT-I9301I Build/KTU84Q),55
Dalvik/1.6.0 (Linux; U; Android 4.4.4; HM 2A MIUI/V7.0.9.0.KHLCNCI),55
Dalvik/1.6.0 (Linux; U; Android 4.4.4; HS-L682 Build/KTU84P),55
Dalvik/1.6.0 (Linux; U; Android 4.4.4; LIFETAB_E723X Build/KTU84Q),55
Dalvik/1.6.0 (Linux; U; Android 4.4.4; OPPO R7st Build/KTU84P),55
Dalvik/1.6.0 (Linux; U; Android 4.4.4; One MIUI/4.12.5),55
Dalvik/1.6.0 (Linux; U; Android 4.4.4; XT1064 Build/KXB21.85-17),55
Dalvik/2.1.0 (Linux; U; Android 5.0.1; LG-F240L Build/LRX21Y),55
Dalvik/2.1.0 (Linux; U; Android 5.0.1; SM-N900T Build/LRX21V),55
Dalvik/2.1.0 (Linux; U; Android 5.0.2; Mi 4i MIUI/V6.4.6.0.LXIMICB),55
Dalvik/2.1.0 (Linux; U; Android 5.0; BLU VIVO SELFIE Build/LRX21M),55
Dalvik/2.1.0 (Linux; U; Android 5.0; Cynus_F9_4G Build/LRX21M),55
Dalvik/2.1.0 (Linux; U; Android 5.0; E2363 Build/26.1.B.2.129),55
Dalvik/2.1.0 (Linux; U; Android 5.0; E5563 Build/29.0.B.0.161),55
Dalvik/2.1.0 (Linux; U; Android 5.1.1; A510 Build/LMY49F),55
Dalvik/2.1.0 (Linux; U; Android 5.1.1; KIII Build/LMY47V),55
Dalvik/2.1.0 (Linux; U; Android 5.1.1; LG-D852 Build/LMY48Y),55
Dalvik/2.1.0 (Linux; U; Android 5.1.1; ONE E1000 Build/LMY47V),55
Dalvik/2.1.0 (Linux; U; Android 5.1.1; SGP612 Build/23.4.A.0.570),55
Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-G800F Build/LMY47X) BMID/E680974340,55
Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-T817W Build/LMY47X),55
Dalvik/2.1.0 (Linux; U; Android 5.1.1; Sparkle V Build/LMY48K),55
Dalvik/2.1.0 (Linux; U; Android 5.1.1; XT1565 Build/LCD23.118-21.2),55
Dalvik/2.1.0 (Linux; U; Android 5.1.1; ba1078 Build/LMY47V),55
Dalvik/2.1.0 (Linux; U; Android 5.1.1; eSTAR GRAND HD quad core Build/KOT49H),55
Dalvik/2.1.0 (Linux; U; Android 5.1; Coolpad E570 Build/LMY47D),55
Dalvik/2.1.0 (Linux; U; Android 5.1; N17 Build/LMY47I),55
Dalvik/2.1.0 (Linux; U; Android 5.1; N9200 Build/LMY47I),55
Dalvik/2.1.0 (Linux; U; Android 5.1; POLYTRON_4G551 Build/LMY47D),55
Dalvik/2.1.0 (Linux; U; Android 5.1; Primo NX3 Build/LMY47D),55
Dalvik/2.1.0 (Linux; U; Android 5.1; X16 Plus(D3A5) Build/LMY47I),55
Dalvik/2.1.0 (Linux; U; Android 5.1; ZTE C880D Build/LMY47D),55
Dalvik/2.1.0 (Linux; U; Android 6.0.1; GT-I9505 Build/MHC19Q),55
Dalvik/2.1.0 (Linux; U; Android 6.0.1; GT-I9505 Build/MMB29V),55
Dalvik/2.1.0 (Linux; U; Android 6.0.1; LGT31 Build/MXB48T),55
Dalvik/2.1.0 (Linux; U; Android 6.0.1; MotoG3 Build/MOB30M),55
Dalvik/2.1.0 (Linux; U; Android 6.0.1; N9519 Build/MMB29M),55
Dalvik/2.1.0 (Linux; U; Android 6.0.1; Nexus 5X Build/MOB30Q),55
Dalvik/2.1.0 (Linux; U; Android 6.0.1; Pixel C Build/MXC89F),55
Dalvik/2.1.0 (Linux; U; Android 6.0.1; Redmi Note 3 Build/MOB30R),55
Dalvik/2.1.0 (Linux; U; Android 6.0.1; SGH-M919 Build/MHC19J),55
Dalvik/2.1.0 (Linux; U; Android 6.0; ALE-TL00 Build/HuaweiALE-TL00),55
Dalvik/2.1.0 (Linux; U; Android 6.0; Get Build/MRA58K),55
